date,SMB,HML,RMW,CMA,ESG,MKT_RF
2009-12-31,0.011346534099574614,-0.007866354195709541,-0.006449529268829074,-0.002786891158970309,-0.004729904038137899,0.005953
2010-01-04,0.011385718404574164,-0.007770164554414071,-0.006449529268829074,-0.002786891158970309,-0.004725437482100919,-0.009048
2010-01-05,0.00039223758311690516,0.0009264147861659868,-0.007994136081236733,-0.0023151336365225678,-0.0052808304838508615,0.008953
2010-01-06,0.004702367607898387,0.0010901737555017096,-0.004655433140224489,-0.007385979082298973,-0.0046951022598379745,-0.008048
2010-01-07,0.0018778638419020047,0.00040936146907130655,-0.0012266977539702564,-0.0006732233302978731,0.00048198220019935595,-0.021048
2010-01-08,0.005009903231613161,0.0022319020822727355,-0.006919283761166883,-0.0010033866512929297,-0.0009181275376336367,0.002953
2010-01-11,0.004085045037443119,0.0011301474870252072,-0.0077744313880550855,-0.002401241391859094,-0.002865637650526543,0.003953
2010-01-12,0.0053802834743682535,-0.004343355421310001,-0.0012078054650635148,-0.0051890383680477,-0.0018085722323734656,0.016953
2010-01-13,0.01568354860933705,-0.014113162040971704,-0.010843999909413834,-0.004462197535670433,-0.01582684471400033,-0.030048
2010-01-14,0.008118329465669292,-0.009075015751991614,-0.004813358404647937,-0.004871882838163803,-0.008025957532171779,0.014953
2010-01-15,0.0038017039298167007,-0.0003764428640570111,0.001328706901907826,0.000786057130580174,0.00020423633188211554,0.003953
2010-01-18,0.008721658551470808,-0.006795680145844247,-0.0033891943075920576,-0.008834388477722109,-0.004618166834064429,0.005953
2010-01-19,-0.001247599584000125,0.004703423868960231,0.0012068832519443855,-0.002035260533664028,-0.001498415739531927,0.000953
2010-01-20,-0.0009635836513016207,0.0025993115021838396,0.004413151797214274,-0.0022109501835542588,0.006107176121607313,-0.032048
2010-01-21,0.0007257885059783403,0.0027887404416961823,0.003553280222549464,5.510652335008427e-05,0.00540364300043782,0.005953
2010-01-22,-0.012845943804427086,0.012564027567498037,0.010740005059644751,0.002109025824504923,0.012523769801807449,-0.011048
2010-01-25,-0.0018406279746512907,-0.0030436936442072887,0.0036466646839067814,0.0036683092002235368,-0.004344397591509617,-0.012048
2010-01-26,-0.009844512646180258,0.006250813484849953,0.007832877673734678,0.009654214145781095,0.010771676511086485,-0.025048
2010-01-27,0.00314671273083619,-0.00045875058438109295,-0.005017636397656386,-0.0032743807108394822,-0.004471977411616254,-0.013048
2010-01-28,0.0076087792827206485,-0.007738812496857214,-0.004698318866298209,-0.009492643731190136,-0.006249322596392775,0.002953
2010-01-29,0.006945751383849546,-0.008413543727980642,0.00142252183337654,0.0008376931368038612,-0.004039130284531456,-4.8e-05
2010-02-01,0.00018607475767633576,-0.005077517005373709,0.007356719304588302,-0.001561465481270799,0.002396289264530286,-0.014048
2010-02-02,-0.001190062174821823,0.003210061821013105,0.002806721447984051,0.0010569096517169668,0.002353538840609083,-0.002048
2010-02-03,-0.0037467140685014475,0.009056020592554722,0.002832822896591404,0.002315644164356416,0.00683924342657985,0.022953
2010-02-04,0.008278948146912995,-0.0036735241661398467,-0.005442509026112333,-0.005491875458764455,-0.007169022265623335,-0.001048
2010-02-05,-0.002290873919502255,0.0007037463345244306,-0.00340339616282637,-0.002632633665337454,-0.000907719760908074,-0.019048
2010-02-08,0.003149707079294393,-0.004369502668382776,-0.0001092733284861786,-0.0009479617683679738,-0.004417677951509533,-0.001048
2010-02-09,-0.00012196449640516472,0.0028225809304158497,-0.0005600071290235649,-0.000599858826289637,0.004278236207688355,0.002953
2010-02-10,0.0008658024922017639,-0.003215228529084471,0.0016296295611528536,0.006356830486930407,-0.0023141499176382845,0.011953
2010-02-11,-0.0025872578022638664,0.000840615550367275,0.00029741084318144216,0.0031941289501528354,0.000504168833528687,0.000953
2010-02-12,0.010073699885449492,-0.012370849817299271,0.014937301246846503,-0.008595043515165936,0.021171022415113133,0.011953
2010-02-22,0.006898197675060021,-0.0015764868217981302,-0.004935618134847405,-0.005832079874485642,0.00031679381461445467,-0.005048
2010-02-23,0.012323654496899244,-0.008055425460357073,-0.00932557686345238,-0.008324987360969888,-0.008410362422357494,-0.006048
2010-02-24,0.00582209891261068,-0.004111515850489232,-7.775084915322139e-05,-0.001782838572297,-0.00907208015765262,0.013953
2010-02-25,0.002281638121648972,-0.0002073884703406286,0.00417640188253929,0.001058296205791018,0.0015194702880892694,0.013953
2010-02-26,0.002483341443074223,-0.0007150311437473339,-0.0009864287532314422,0.0002120314544958009,-0.005042886753302312,-0.002048
2010-03-01,0.00023476564521957051,0.0039997932592109615,-0.0010389009864441232,0.0015205030631698195,0.0016373248687503346,0.012953
2010-03-02,0.0036901391383060227,-0.0026280649673638664,0.0013304769051878946,0.004412768320787896,-0.0045289400092847895,-0.003048
2010-03-03,0.003896873944299553,-0.003525588465799905,-0.00785857053748088,-0.005919905903296475,-0.0013375338885662814,0.007953
2010-03-04,-0.009217115460831591,0.0047989868538868,0.009794849994848212,-0.00035158467968068185,0.004805922215083976,-0.025048
2010-03-05,0.0008137120244041701,-0.0009481678601464963,-8.25577929864413e-05,0.0006115751707931926,-0.006151509909191557,0.001953
