date,SMB,HML,RMW,CMA,ESG,MKT_RF
2009-12-31,0.005523947066311007,-0.006015956753795272,-0.00380909231647605,-0.0009204738236929924,-0.00444993395700936,0.005953
2010-01-04,0.005523947066311007,-0.006015956753795272,-0.00380909231647605,-0.0009204738236929924,-0.00444993395700936,-0.009048
2010-01-05,7.659001192787153e-05,-0.0002249566086185168,-0.008422275498614162,-0.002751087332732548,-0.003458775390444509,0.008953
2010-01-06,-0.00035919072525762854,0.0029979388722975353,-0.0008887067576780508,-0.003788781446942824,-8.551211517564446e-05,-0.008048
2010-01-07,0.00034381968885287533,0.0009990103131762888,0.0007603247671552071,-0.0004477073622764539,0.0012406779221911279,-0.021048
2010-01-08,0.0020539410898938,0.00023753590191014258,-0.004582469859509959,0.0006401934863380902,-0.0035632431119571205,0.002953
2010-01-11,0.00392137196997676,0.00110804856740228,-0.009900037932420176,-0.004080880092689554,-0.004689604196604941,0.003953
2010-01-12,0.002512024581678091,-0.0005843430507499539,0.0017755449842943305,-0.003945493125199394,0.001887488755578759,0.016953
2010-01-13,0.007496699187588333,-0.006719664011545713,-0.003835004409784168,-0.0024767462193899803,-0.0072654257562411,-0.030048
2010-01-14,0.002741875206781005,-0.005180665854875817,-0.0008056300237108682,-0.0018136867979547874,-0.0006925871918518657,0.014953
2010-01-15,0.0040790092848594596,-0.001314833403404988,0.00522081881405768,0.004165437598861729,0.0010718684730366404,0.003953
2010-01-18,0.003595350261565223,-0.001590019662123708,-0.0004403350875532355,-0.006068424488214485,-0.0014408855623480547,0.005953
2010-01-19,-0.0017370794470387438,0.0012324220393991002,0.00018697253672757174,-0.0013076545834293314,-0.00230202948711088,0.000953
2010-01-20,0.0012450829677028029,0.0007090807733388382,0.0036652997079575297,2.3379562822417602e-05,0.0019469886650305343,-0.032048
2010-01-21,0.0034579094687753227,-0.0007469580707997843,0.0020560134428181747,-0.002608093083571468,0.0007369351810351111,0.005953
2010-01-22,-0.0028703462202541155,0.00427701110151445,0.003009044162945774,-0.003004593171100286,0.003347113947398051,-0.011048
2010-01-25,-0.0011054879451896868,-0.0026744732949735427,0.0008630974736773944,0.0018837130505617425,-0.0036860856347942813,-0.012048
2010-01-26,-0.0048554767198547896,0.002228756653241202,0.0020854194923320413,0.005387432123341682,0.006821855209343211,-0.025048
2010-01-27,-0.00047573320429522147,0.0002119115534140025,-0.00019252236543755748,0.0007312284074463531,-0.002055974410307844,-0.013048
2010-01-28,3.932723332695544e-05,-0.0039046365520788297,0.0010674474934840377,-0.003309418524964875,-0.0015622563653439805,0.002953
2010-01-29,0.0027419967355559625,-0.007098444931023577,0.003502220331174585,0.00103553755381312,-0.0023690491941665373,-4.8e-05
2010-02-01,0.0012853690738444733,-0.00526872288464196,0.006079844537861265,0.0013429010409110632,-0.00032154657198608065,-0.014048
2010-02-02,0.0012703274186051867,0.0006691421466487706,-0.0005226514584560187,-0.0017977621868052055,-0.0019428402318636968,-0.002048
2010-02-03,-0.0008888925887914908,0.00693334224301294,-0.0015241739511597553,7.929250801821941e-05,0.0054206725680023575,0.022953
2010-02-04,0.0055489562916887355,-0.0028830735572725422,-0.0042812280217780965,-0.003494726254824468,-0.008460624584588263,-0.001048
2010-02-05,6.311281343533096e-05,0.001352752915535098,-0.0054101402565372115,-0.004393959501084546,-0.0023818112676693808,-0.019048
2010-02-08,0.0008304825539152097,0.00021582433604636813,-0.00013738378539518631,-0.0015547099436614591,-0.001330199968336155,-0.001048
2010-02-09,0.000145038843114208,0.0037996545948616295,-7.964797107276383e-05,-8.902663253505545e-05,0.004497492137982258,0.002953
2010-02-10,-0.0004140625980386626,-0.0026801355550910622,0.003475309254860656,0.005801920053976192,0.0004264726057303901,0.011953
2010-02-11,-0.002305277973227837,0.0016043635526830965,0.0008477577332216286,0.003431188793479197,0.0006631155197051303,0.000953
2010-02-12,0.01193949557723238,-0.0161147422491187,0.020246818875779476,-0.008659502190244753,0.027882140860323455,0.011953
2010-02-22,0.006442210671026399,-0.002782469760272443,-0.004634282754395416,-0.003878300370826083,0.003057957202041691,-0.005048
2010-02-23,0.005788136954541894,-0.006584328495346033,-0.006431145329657169,-0.004352263180072369,-0.004112943428725761,-0.006048
2010-02-24,0.0017601846087935255,-0.0010515126004817623,0.003139370183854795,0.000510994881124275,-0.0022945465597482284,0.013953
2010-02-25,0.0019314248565108008,-0.0007277604229410806,0.006028555482269354,0.0007670366372358774,-2.0867710284998287e-06,0.013953
2010-02-26,0.002755486761907771,-0.0007734755069243709,-0.0011529953997298768,-0.00021666857942960935,-0.005200634997908949,-0.002048
2010-03-01,0.0017895653080818542,0.001112887972167241,-0.002049640572860667,-0.00033746399379247505,-0.00017638364426034864,0.012953
2010-03-02,0.0024524883461435826,-0.001570763562701776,-0.00011890432826641077,0.0022239016996525463,-0.003911137525841353,-0.003048
2010-03-03,-0.0009380668761392576,-0.0030368378006269264,-0.008354795191879528,-0.0027367316207058123,-0.0012396783643030785,0.007953
2010-03-04,-0.0030254452661450685,0.002329030693335749,0.0070886859927265485,0.0014080656966154461,0.0016659454623796782,-0.025048
2010-03-05,-0.0006611244257345783,0.0023542500325711225,-0.0009684429244341992,0.001592111001791456,-0.002937388944470606,0.001953
2010-03-08,0.0005227163467204934,0.000932539772980438,-0.00033111870788732003,-0.001354525535201734,-0.0018022310689777608,0.007953
2010-03-09,-0.0008547502675893951,0.0009531404299080539,0.003170263497998039,0.0017806131170111203,0.00302631577834337,0.005953
2010-03-10,-0.0003435186174698332,-0.0009813479007322982,-0.0003810797674382669,-0.0017964293649627879,-0.003628841772497527,-0.008048
2010-03-11,0.0029274396277335717,0.005792458983967635,0.0036320554438939493,0.0030183035570726783,0.002346220059134717,-4.8e-05
2010-03-12,-0.0004478714913118432,-0.0011795105794456875,0.0014936126455711088,0.0018943310294961093,0.00042421058236670467,-0.013048
2010-03-15,0.004204428165049107,-0.0009608904026834186,-0.00023030311685667482,0.0020106889209635208,-0.003274606309256677,-0.012048
